Channel 1,Channel 2,Channel 3
0.010630,0.000000,0.000000
0.010680,0.000000,0.000000
0.010740,0.000000,0.000000
0.010790,0.000000,0.000000
0.010840,0.000000,0.000000
0.010890,0.000000,0.000000
0.010940,0.000000,0.000000
0.011000,0.000000,0.000000
0.011050,0.000000,0.000000
0.011100,0.000000,0.000000
0.011150,0.000000,0.000000
0.011200,0.000000,0.000000
0.011260,0.000000,0.000000
0.011310,0.000000,0.000000
0.011360,0.000000,0.000000
0.011420,0.000000,0.000000
0.011470,0.000000,0.000000
0.011520,0.000000,0.000000
0.011570,0.000000,0.000000
0.011620,0.000000,0.000000
0.011680,0.000000,0.000000
0.011730,0.000000,0.000000
0.011780,0.000000,0.000000
0.011830,0.000000,0.000000
0.011880,0.000000,0.000000
0.011940,0.000000,0.000000
0.011990,0.000000,0.000000
0.012040,0.000000,0.000000
0.012090,0.000000,0.000000
0.012140,0.000000,0.000000
0.012200,0.000000,0.000000
0.012250,0.000000,0.000000
0.012300,0.000000,0.000000
0.012350,0.000000,0.000000
0.012410,0.000000,0.000000
0.012460,0.000000,0.000000
0.012510,0.000000,0.000000
0.012560,0.000000,0.000000
0.012620,0.000000,0.000000
0.012670,0.000000,0.000000
0.012720,0.000000,0.000000
0.012770,0.000000,0.000000
0.012820,0.000000,0.000000
0.012880,0.000000,0.000000
0.012930,0.000000,0.000000
0.012980,0.000000,0.000000
0.013030,0.000000,0.000000
0.013080,0.000000,0.000000
0.013140,0.000000,0.000000
0.013190,0.000000,0.000000
0.013240,0.000000,0.000000
0.013290,0.000000,0.000000
0.013340,0.000000,0.000000
0.013400,0.000000,0.000000
0.013450,0.000000,0.000000
0.013500,0.000000,0.000000
0.013560,0.000000,0.000000
0.013610,0.000000,0.000000
0.013660,0.000000,0.000000
0.013710,0.000000,0.000000
0.013760,0.000000,0.000000
0.013820,0.000000,0.000000
0.013870,0.000000,0.000000
0.013920,0.000000,0.000000
0.013970,0.000000,0.000000
0.014020,0.000000,0.000000
0.014080,0.000000,0.000000
0.014130,0.000000,0.000000
0.014180,0.000000,0.000000
0.014230,0.000000,0.000000
0.014280,0.000000,0.000000
0.014340,0.000000,0.000000
0.014390,0.000000,0.000000
0.014440,0.000000,0.000000
0.014490,0.000000,0.000000
0.014540,0.000000,0.000000
0.014590,0.000000,0.000000
0.014640,0.000000,0.000000
0.014700,0.000000,0.000000
0.014750,0.000000,0.000000
0.014800,0.000000,0.000000
